symbol,price
VIABTC,0.00000000
VIAETH,0.00000000
VIABNB,0.00000000
BLZBTC,0.00000060
BLZETH,0.00004159
BLZBNB,0.00000000
AEBTC,0.00000000
AEETH,0.00000000
AEBNB,0.00000000
RPXBTC,0.00000000
RPXETH,0.00000000
RPXBNB,0.00000000
NCASHBTC,0.00000000
NCASHETH,0.00000000
NCASHBNB,0.00000000
POABTC,0.00000000
POAETH,0.00000000
POABNB,0.00000000
ZILBTC,0.00000016
ZILETH,0.00000533
ZILBNB,0.00008858
ONTBTC,0.00000203
ONTETH,0.00012530
ONTBNB,0.00000000
STORMBTC,0.00000000
STORMETH,0.00000000
STORMBNB,0.00000000
QTUMBNB,0.00000000
QTUMUSDT,3.24300000
XEMBTC,0.00000192
XEMETH,0.00000000
XEMBNB,0.00000000
WANBTC,0.00000161
WANETH,0.00009270
WANBNB,0.00000000
WPRBTC,0.00000000
WPRETH,0.00000000
QLCBTC,0.00000021
QLCETH,0.00000000
SYSBTC,0.00000074
SYSETH,0.00000000
SYSBNB,0.00000000
QLCBNB,0.00000000
GRSBTC,0.00000000
GRSETH,0.00000000
ADAUSDT,0.79720000
ADABNB,0.00119000
CLOAKBTC,0.00000000
CLOAKETH,0.00000000
GNTBTC,0.00000000
GNTETH,0.00000000
GNTBNB,0.00000000
LOOMBTC,0.00000075
LOOMETH,0.00003231
LOOMBNB,0.00000000
XRPUSDT,2.63000000
BCNBTC,0.00000000
BCNETH,0.00000000
BCNBNB,0.00000000
REPBTC,0.00034130
REPBNB,0.00000000
BTCTUSD,95610.92000000
TUSDBTC,0.00000000
ETHTUSD,2736.15000000
TUSDETH,0.00000000
TUSDBNB,0.00000000
ZENBTC,0.00015000
ZENETH,0.00399100
ZENBNB,0.03290000
SKYBTC,0.00000000
SKYETH,0.00000000
SKYBNB,0.00000000
EOSUSDT,0.62900000
EOSBNB,0.00258300
CVCBTC,0.00000566
CVCETH,0.00000000
CVCBNB,0.00000000
THETABTC,0.00001392
THETAETH,0.00050170
THETABNB,0.00273600
XRPBNB,0.00392080
TUSDUSDT,0.99850000
IOTAUSDT,0.22630000
XLMUSDT,0.33390000
IOTXBTC,0.00000021
IOTXETH,0.00000755
QKCBTC,0.00000010
QKCETH,0.00000430
AGIBTC,0.00000000
AGIETH,0.00000000
AGIBNB,0.00000000
NXSBTC,0.00000000
NXSETH,0.00000000
NXSBNB,0.00000000
ENJBNB,0.00136800
DATABTC,0.00000027
DATAETH,0.00002034
ONTUSDT,0.19420000
TRXBNB,0.00036040
TRXUSDT,0.24160000
ETCUSDT,20.89000000
ETCBNB,0.03119000
ICXUSDT,0.13150000
SCBTC,0.00000000
SCETH,0.00000156
NPXSBTC,0.00000000
NPXSETH,0.00000000
VENUSDT,0.00000000
KEYBTC,0.00000000
KEYETH,0.00000227
NASBTC,0.00000000
NASETH,0.00000000
NASBNB,0.00000000
MFTBTC,0.00000000
MFTETH,0.00000433
MFTBNB,0.00000000
DENTBTC,0.00000000
DENTETH,0.00000035
ARDRBTC,0.00000076
ARDRETH,0.00000000
ARDRBNB,0.00000000
NULSUSDT,0.26400000
HOTBTC,0.00000000
HOTETH,0.00000060
VETBTC,0.00000034
VETETH,0.00001202
VETUSDT,0.03282000
VETBNB,0.00004922
DOCKBTC,0.00000005
DOCKETH,0.00000000
POLYBTC,0.00001384
POLYBNB,0.00000000
PHXBTC,0.00000000
PHXETH,0.00000000
PHXBNB,0.00000000
HCBTC,0.00000000
HCETH,0.00000000
GOBTC,0.00000000
GOBNB,0.00000000
PAXBTC,0.00000000
PAXBNB,0.00000000
PAXUSDT,0.00000000
PAXETH,0.00000000
RVNBTC,0.00000015
DCRBTC,0.00021850
DCRBNB,0.00000000
USDCBNB,0.00000000
MITHBTC,0.00000080
MITHBNB,0.00004410
BCHABCBTC,0.00000000
BCHSVBTC,0.00000000
BCHABCUSDT,0.00000000
BCHSVUSDT,0.00000000
BNBPAX,0.00000000
BTCPAX,0.00000000
ETHPAX,0.00000000
XRPPAX,0.00000000
EOSPAX,0.00000000
XLMPAX,0.00000000
RENBTC,0.00000043
RENBNB,0.00000000
BNBTUSD,671.21000000
XRPTUSD,2.63350000
EOSTUSD,0.00000000
XLMTUSD,0.00000000
BNBUSDC,670.10000000
BTCUSDC,95466.00000000
ETHUSDC,2728.45000000
XRPUSDC,2.63010000
EOSUSDC,0.62950000
XLMUSDC,0.33390000
USDCUSDT,0.99980000
ADATUSD,0.38470000
TRXTUSD,0.05986000
NEOTUSD,0.00000000
TRXXRP,0.09190000
XZCXRP,0.00000000
PAXTUSD,0.00000000
USDCTUSD,0.00000000
USDCPAX,0.00000000
LINKUSDT,19.09000000
LINKTUSD,14.42300000
LINKPAX,0.00000000
LINKUSDC,19.09000000
WAVESUSDT,1.07600000
WAVESTUSD,0.00000000
WAVESPAX,0.00000000
WAVESUSDC,0.00000000
BCHABCTUSD,0.00000000
BCHABCPAX,0.00000000
BCHABCUSDC,0.00000000
BCHSVTUSD,0.00000000
BCHSVPAX,0.00000000
BCHSVUSDC,0.00000000
LTCTUSD,83.07000000
LTCPAX,0.00000000
LTCUSDC,121.99000000
TRXPAX,0.00000000
TRXUSDC,0.24160000
BTTBTC,0.00000000
BTTBNB,0.00000000
BTTUSDT,0.00000000
BNBUSDS,0.00000000
BTCUSDS,0.00000000
USDSUSDT,0.00000000
USDSPAX,0.00000000
USDSTUSD,0.00000000
USDSUSDC,0.00000000
BTTPAX,0.00000000
BTTTUSD,0.00000000
BTTUSDC,0.00000000
ONGBNB,0.00000000
ONGBTC,0.00000280
ONGUSDT,0.26780000
HOTBNB,0.00000000
HOTUSDT,0.00160200
ZILUSDT,0.01453000
ZRXBNB,0.00000000
ZRXUSDT,0.32890000
FETBNB,0.00114400
FETBTC,0.00000802
FETUSDT,0.76700000
BATUSDT,0.18430000
XMRBNB,0.33210000
XMRUSDT,118.70000000
ZECBNB,0.10260000
ZECUSDT,35.39000000
ZECPAX,0.00000000
ZECTUSD,0.00000000
ZECUSDC,55.80000000
IOSTUSDT,0.00508300
CELRBNB,0.00005294
CELRBTC,0.00000013
CELRUSDT,0.01269000
ADAPAX,0.00000000
ADAUSDC,0.79750000
NEOPAX,0.00000000
NEOUSDC,10.82000000
DASHBNB,0.11830000
DASHUSDT,26.43000000
NANOUSDT,0.00000000
OMGBNB,0.00000000
OMGUSDT,0.38300000
THETAUSDT,1.33000000
ENJUSDT,0.12060000
MITHUSDT,0.00345000
MATICBNB,0.00073400
MATICBTC,0.00000667
MATICUSDT,0.37940000
ATOMBNB,0.00739000
ATOMBTC,0.00004990
ATOMUSDT,4.76700000
ATOMUSDC,4.77000000
ATOMPAX,0.00000000
ATOMTUSD,0.00000000
ETCUSDC,0.00000000
ETCPAX,0.00000000
ETCTUSD,0.00000000
BATUSDC,0.00000000
BATPAX,0.00000000
BATTUSD,0.00000000
PHBBNB,0.00000000
PHBBTC,0.00001009
PHBUSDC,0.00000000
PHBTUSD,0.00000000
PHBPAX,0.00000000
TFUELBNB,0.00000000
TFUELBTC,0.00000051
TFUELUSDT,0.04829000
TFUELUSDC,0.00000000
TFUELTUSD,0.00000000
TFUELPAX,0.00000000
ONEBNB,0.00004537
ONEBTC,0.00000016
ONEUSDT,0.01518000
ONETUSD,0.00000000
ONEPAX,0.00000000
ONEUSDC,0.00000000
FTMBNB,0.00101440
FTMBTC,0.00000743
FTMUSDT,0.69940000
FTMTUSD,0.00000000
FTMPAX,0.00000000
FTMUSDC,0.69860000
BTCBBTC,0.00000000
BCPTTUSD,0.00000000
BCPTPAX,0.00000000
BCPTUSDC,0.00000000
ALGOBNB,0.00058250
ALGOBTC,0.00000283
ALGOUSDT,0.27050000
ALGOTUSD,0.00000000
ALGOPAX,0.00000000
ALGOUSDC,0.27070000
USDSBUSDT,0.00000000
USDSBUSDS,0.00000000
GTOUSDT,0.01233000
GTOPAX,0.00000000
GTOTUSD,0.00000000
GTOUSDC,0.00000000
ERDBNB,0.00000000
ERDBTC,0.00000000
ERDUSDT,0.00000000
ERDPAX,0.00000000
ERDUSDC,0.00000000
DOGEBNB,0.00000000
DOGEBTC,0.00000270
DOGEUSDT,0.25795000
DOGEPAX,0.00000000
DOGEUSDC,0.25798000
DUSKBNB,0.00000000
DUSKBTC,0.00000135
DUSKUSDT,0.12840000
DUSKUSDC,0.00000000
DUSKPAX,0.00000000
BGBPUSDC,0.00000000
ANKRBNB,0.00008560
ANKRBTC,0.00000024
ANKRUSDT,0.02297000
ANKRTUSD,0.00000000
ANKRPAX,0.00000000
ANKRUSDC,0.00000000
ONTPAX,0.00000000
ONTUSDC,0.19410000
WINBNB,0.00000012
WINBTC,0.00000000
WINUSDT,0.00007913
WINUSDC,0.00009730
COSBNB,0.00002678
COSBTC,0.00000008
COSUSDT,0.00494100
TUSDBTUSD,0.00000000
NPXSUSDT,0.00000000
NPXSUSDC,0.00000000
COCOSBNB,0.00559000
COCOSBTC,0.00000000
COCOSUSDT,1.75460000
MTLUSDT,0.99200000
TOMOBNB,0.00000000
TOMOBTC,0.00003699
TOMOUSDT,1.38190000
TOMOUSDC,0.00000000
PERLBNB,0.00000000
PERLBTC,0.00000113
PERLUSDC,0.00000000
PERLUSDT,0.00460000
DENTUSDT,0.00094600
MFTUSDT,0.00525400
KEYUSDT,0.00125300
STORMUSDT,0.00000000
DOCKUSDT,0.00390000
WANUSDT,0.15240000
FUNUSDT,0.00295800
CVCUSDT,0.13120000
BTTTRX,0.00000000
WINTRX,0.00032710
CHZBNB,0.00008880
CHZBTC,0.00000062
CHZUSDT,0.05950000
BANDBNB,0.00000000
BANDBTC,0.00001037
BANDUSDT,0.99400000
BNBBUSD,251.80000000
BTCBUSD,42769.40000000
BUSDUSDT,1.00030000
BEAMBNB,0.00000000
BEAMBTC,0.00000716
BEAMUSDT,0.06520000
XTZBNB,0.00288300
XTZBTC,0.00000932
XTZUSDT,0.88900000
RENUSDT,0.04274000
RVNUSDT,0.01421000
HCUSDT,0.00000000
HBARBNB,0.00031807
HBARBTC,0.00000224
HBARUSDT,0.21313000
NKNBNB,0.00000000
NKNBTC,0.00000067
NKNUSDT,0.06370000
XRPBUSD,0.63450000
ETHBUSD,2281.12000000
BCHABCBUSD,0.00000000
LTCBUSD,72.37000000
LINKBUSD,14.07100000
ETCBUSD,19.03000000
STXBNB,0.00137300
STXBTC,0.00000956
STXUSDT,0.91200000
KAVABNB,0.00276000
KAVABTC,0.00000480
KAVAUSDT,0.45840000
BUSDNGN,0.00000000
BNBNGN,0.00000000
BTCNGN,99822596.00000000
ARPABNB,0.00015470
ARPABTC,0.00000038
ARPAUSDT,0.03627000
TRXBUSD,0.10329000
EOSBUSD,0.63400000
IOTXUSDT,0.02062000
RLCUSDT,1.27100000
MCOUSDT,0.00000000
XLMBUSD,0.11970000
ADABUSD,0.63740000
CTXCBNB,0.00000000
CTXCBTC,0.00000193
CTXCUSDT,0.18440000
BCHBNB,0.48000000
BCHBTC,0.00336200
BCHUSDT,321.10000000
BCHUSDC,321.10000000
BCHTUSD,322.00000000
BCHPAX,0.00000000
BCHBUSD,236.00000000
BTCRUB,3900027.00000000
ETHRUB,181477.60000000
XRPRUB,56.31000000
BNBRUB,22422.22000000
TROYBNB,0.00001060
TROYBTC,0.00000000
TROYUSDT,0.00168500
BUSDRUB,90.39000000
QTUMBUSD,2.53700000
VETBUSD,0.02120000
VITEBNB,0.00000000
VITEBTC,0.00000007
VITEUSDT,0.00455000
FTTBNB,0.00513000
FTTBTC,0.00008560
FTTUSDT,2.19500000
BTCTRY,3478118.00000000
BNBTRY,24416.00000000
BUSDTRY,29.33000000
ETHTRY,99430.00000000
XRPTRY,95.84000000
USDTTRY,36.44000000
USDTRUB,91.10000000
BTCEUR,91163.52000000
ETHEUR,2605.09000000
BNBEUR,640.13000000
XRPEUR,2.51230000
EURBUSD,1.07570000
EURUSDT,1.04700000
OGNBNB,0.00038300
OGNBTC,0.00000082
OGNUSDT,0.07820000
DREPBNB,0.00000000
DREPBTC,0.00000039
DREPUSDT,0.02560000
BULLUSDT,0.00000000
BULLBUSD,0.00000000
BEARUSDT,0.00000000
BEARBUSD,0.00000000
ETHBULLUSDT,0.00000000
ETHBULLBUSD,0.00000000
ETHBEARUSDT,0.00000000
ETHBEARBUSD,0.00000000
TCTBNB,0.00000000
TCTBTC,0.00000016
TCTUSDT,0.00312000
WRXBNB,0.00039800
WRXBTC,0.00000455
WRXUSDT,0.01730000
ICXBUSD,0.16420000
BTSUSDT,0.00540000
BTSBUSD,0.00000000
LSKUSDT,0.77300000
BNTUSDT,0.52670000
BNTBUSD,0.35990000
LTOBNB,0.00000000
LTOBTC,0.00000088
LTOUSDT,0.08440000
ATOMBUSD,11.21900000
DASHBUSD,25.83000000
NEOBUSD,6.73000000
WAVESBUSD,2.21600000
XTZBUSD,0.67100000
EOSBULLUSDT,0.00000000
EOSBULLBUSD,0.00000000
EOSBEARUSDT,0.00000000
EOSBEARBUSD,0.00000000
XRPBULLUSDT,0.00000000
XRPBULLBUSD,0.00000000
XRPBEARUSDT,0.00000000
XRPBEARBUSD,0.00000000
BATBUSD,0.17090000
ENJBUSD,0.26070000
NANOBUSD,0.00000000
ONTBUSD,0.15740000
RVNBUSD,0.01525000
STRATBUSD,0.00000000
STRATBNB,0.00000000
STRATUSDT,0.00000000
AIONBUSD,0.00000000
AIONUSDT,0.00943000
MBLBNB,0.00000000
MBLBTC,0.00000000
MBLUSDT,0.00265800
COTIBNB,0.00021230
COTIBTC,0.00000087
COTIUSDT,0.08320000
ALGOBUSD,0.20710000
BTTBUSD,0.00000000
TOMOBUSD,1.78070000
XMRBUSD,170.20000000
ZECBUSD,25.50000000
BNBBULLUSDT,0.00000000
BNBBULLBUSD,0.00000000
BNBBEARUSDT,0.00000000
BNBBEARBUSD,0.00000000
STPTBNB,0.00000000
STPTBTC,0.00000091
STPTUSDT,0.08715000
BTCZAR,1790230.00000000
ETHZAR,52469.00000000
BNBZAR,0.00000000
USDTZAR,18.78000000
BUSDZAR,18.85000000
BTCBKRW,0.00000000
ETHBKRW,0.00000000
BNBBKRW,0.00000000
WTCUSDT,0.01030000
DATABUSD,0.02344000
DATAUSDT,0.02571000
XZCUSDT,0.00000000
SOLBNB,0.26570000
SOLBTC,0.00186490
SOLUSDT,178.02000000
SOLBUSD,74.62000000
BTCIDRT,0.00
BNBIDRT,0.00
USDTIDRT,15907.00
BUSDIDRT,0.00
CTSIBTC,0.00000118
CTSIUSDT,0.11260000
CTSIBNB,0.00079830
CTSIBUSD,0.16420000
HIVEBNB,0.00000000
HIVEBTC,0.00000337
HIVEUSDT,0.32130000
CHRBNB,0.00043770
CHRBTC,0.00000142
CHRUSDT,0.13560000
BTCUPUSDT,16.60000000
BTCDOWNUSDT,0.00118500
GXSUSDT,0.00000000
ARDRUSDT,0.07213000
ERDBUSD,0.00000000
LENDUSDT,0.00000000
HBARBUSD,0.06020000
MATICBUSD,0.86590000
WRXBUSD,0.11050000
ZILBUSD,0.01583000
MDTBNB,0.00000000
MDTBTC,0.00000040
MDTUSDT,0.03792000
STMXBTC,0.00000016
STMXETH,0.00000292
STMXUSDT,0.00390900
KNCBUSD,0.63700000
KNCUSDT,0.43310000
REPBUSD,0.00000000
REPUSDT,4.73000000
LRCBUSD,0.17280000
LRCUSDT,0.13600000
IQBNB,0.00000000
IQBUSD,0.00502000
PNTBTC,0.00000864
PNTUSDT,0.03500000
BTCGBP,35986.75000000
ETHGBP,1974.32000000
XRPGBP,0.52570000
BNBGBP,267.40000000
GBPBUSD,1.23900000
DGBBTC,0.00000009
DGBBUSD,0.00632000
BTCUAH,4266947.00000000
USDTUAH,44.78000000
COMPBTC,0.00057700
COMPBNB,0.00000000
COMPBUSD,45.79000000
COMPUSDT,55.15000000
BTCBIDR,1042508253.00
ETHBIDR,47041943.00
BNBBIDR,3335250.00
BUSDBIDR,15559.00
USDTBIDR,15980.00
BKRWUSDT,0.00000000
BKRWBUSD,0.00000000
SCUSDT,0.00424300
ZENUSDT,14.30000000
SXPBTC,0.00000264
SXPBNB,0.00044000
SXPBUSD,0.37210000
SNXBTC,0.00001045
SNXBNB,0.01057000
SNXBUSD,1.93600000
SNXUSDT,0.99200000
ETHUPUSDT,11.65100000
ETHDOWNUSDT,0.04570000
ADAUPUSDT,0.10400000
ADADOWNUSDT,0.00191700
LINKUPUSDT,0.00608000
LINKDOWNUSDT,0.00089500
VTHOBNB,0.00000000
VTHOBUSD,0.00000000
VTHOUSDT,0.00337800
DCRBUSD,0.00000000
DGBUSDT,0.00850000
GBPUSDT,1.18000000
STORJBUSD,0.23710000
SXPUSDT,0.25220000
IRISBNB,0.00000000
IRISBTC,0.00000014
IRISBUSD,0.00000000
MKRBNB,0.00000000
MKRBTC,0.01098000
MKRUSDT,1047.00000000
MKRBUSD,1293.00000000
DAIBNB,0.00000000
DAIBTC,0.00000000
DAIUSDT,0.00000000
DAIBUSD,0.00000000
RUNEBNB,0.00177600
RUNEBTC,0.00001245
RUNEBUSD,5.46200000
MANABUSD,0.43880000
DOGEBUSD,0.09742000
LENDBUSD,0.00000000
ZRXBUSD,0.16890000
DCRUSDT,13.62000000
STORJUSDT,0.38230000
XRPBKRW,0.00000000
ADABKRW,0.00000000
BTCAUD,37210.08000000
ETHAUD,2565.09000000
AUDBUSD,0.72550000
FIOBNB,0.00000000
FIOBTC,0.00000026
FIOBUSD,0.01922000
BNBUPUSDT,61.80000000
BNBDOWNUSDT,0.00215100
XTZUPUSDT,0.00000000
XTZDOWNUSDT,0.00000000
AVABNB,0.00000000
AVABTC,0.00000682
AVABUSD,0.47000000
USDTBKRW,0.00000000
BUSDBKRW,0.00000000
IOTABUSD,0.14310000
MANAUSDT,0.32750000
XRPAUD,0.70000000
BNBAUD,421.10000000
AUDUSDT,0.72520000
BALBNB,0.00000000
BALBTC,0.00003122
BALBUSD,3.15000000
YFIBNB,0.00000000
YFIBTC,0.06180000
YFIBUSD,5325.00000000
YFIUSDT,5890.00000000
BLZBUSD,0.05530000
KMDBUSD,0.00000000
BALUSDT,1.97300000
BLZUSDT,0.05820000
IRISUSDT,0.00521000
KMDUSDT,0.20300000
BTCDAI,95338.09000000
ETHDAI,2728.52000000
BNBDAI,561.90000000
USDTDAI,0.99980000
BUSDDAI,1.00000000
JSTBNB,0.00000000
JSTBTC,0.00000036
JSTBUSD,0.02103000
JSTUSDT,0.03394000
SRMBNB,0.00084000
SRMBTC,0.00001523
SRMBUSD,0.03530000
SRMUSDT,0.24442000
ANTBNB,0.01764000
ANTBTC,0.00014320
ANTBUSD,4.30300000
ANTUSDT,7.40700000
CRVBNB,0.00000000
CRVBTC,0.00000546
CRVBUSD,0.50410000
CRVUSDT,0.52080000
SANDBNB,0.00066800
SANDBTC,0.00000408
SANDUSDT,0.38960000
SANDBUSD,0.32610000
OCEANBNB,0.00104400
OCEANBTC,0.00000964
OCEANBUSD,0.28480000
OCEANUSDT,0.61230000
NMRBTC,0.00012200
NMRBUSD,11.43000000
NMRUSDT,11.67000000
DOTBNB,0.00726000
DOTBTC,0.00005080
DOTBUSD,7.37300000
DOTUSDT,4.86000000
LUNABNB,0.00000000
LUNABTC,0.00000000
LUNABUSD,0.94420000
LUNAUSDT,0.26320000
IDEXBTC,0.00000040
IDEXBUSD,0.04879000
RSRBNB,0.00000852
RSRBTC,0.00000000
RSRBUSD,0.00184000
RSRUSDT,0.00824400
PAXGBNB,6.46900000
PAXGBTC,0.03063000
PAXGBUSD,1941.00000000
PAXGUSDT,2924.00000000
WNXMBNB,0.00000000
WNXMBTC,0.00000000
WNXMBUSD,0.00000000
WNXMUSDT,73.26000000
TRBBNB,0.00000000
TRBBTC,0.00037800
TRBBUSD,90.12000000
TRBUSDT,36.30000000
ETHNGN,0.00000000
DOTBIDR,72297.00
LINKAUD,7.98600000
SXPAUD,0.00000000
BZRXBNB,0.00000000
BZRXBTC,0.00000000
BZRXBUSD,0.00000000
BZRXUSDT,0.00000000
WBTCBTC,0.99950000
WBTCETH,34.96000000
SUSHIBNB,0.00269800
SUSHIBTC,0.00000944
SUSHIBUSD,0.56600000
SUSHIUSDT,0.90100000
YFIIBNB,0.00000000
YFIIBTC,0.07249000
YFIIBUSD,0.00000000
YFIIUSDT,435.50000000
KSMBNB,0.09080000
KSMBTC,0.00020850
KSMBUSD,18.87000000
KSMUSDT,19.92000000
EGLDBNB,0.03351000
EGLDBTC,0.00023450
EGLDBUSD,41.53000000
EGLDUSDT,22.37000000
DIABNB,0.00000000
DIABTC,0.00000539
DIABUSD,0.23840000
DIAUSDT,0.51410000
RUNEUSDT,1.18900000
FIOUSDT,0.02456000
UMABTC,0.00001740
UMAUSDT,1.66000000
EOSUPUSDT,0.00000000
EOSDOWNUSDT,0.00000000
TRXUPUSDT,0.03854000
TRXDOWNUSDT,1.13900000
XRPUPUSDT,0.08550000
XRPDOWNUSDT,0.00008172
DOTUPUSDT,0.09600000
DOTDOWNUSDT,16.73700000
SRMBIDR,0.00
ONEBIDR,0.00
LINKTRY,695.40000000
USDTNGN,1518.40000000
BELBNB,0.00253800
BELBTC,0.00000923
BELBUSD,0.53560000
BELUSDT,0.88200000
WINGBNB,0.00000000
WINGBTC,0.00010930
SWRVBNB,0.00000000
SWRVBUSD,0.00000000
WINGBUSD,5.79000000
WINGUSDT,3.62800000
LTCUPUSDT,0.00000000
LTCDOWNUSDT,0.00000000
LENDBKRW,0.00000000
